,content,sentiment
2303,love colorful,0
2304,big brother quiz busy rocking guitar hero didnt notice thing,0
2305,school like thats vacation,2
2306,swift joe good sad broke,1
2307,text didnt saved,2
2308,sound good,2
2309,happy mother day great day sure ya,2
2310,aint answer thought,1
2311,grateful daughter happy mother day thank,0
2312,lot noisy peep outside,2
2313,going bed today good uneventful day,2
2314,credit unfortunately,1
2315,thank,0
2316,tweet bare w,1
2317,amazing decoration store seen year,0
2318,welcome month ago banjo,0
2319,restaurant city,0
2320,knee surgery home week,1
2321,cheer sad minute later,2
2322,sooner later th night successful hour,0
2323,n,2
2324,need new phone store theyll fix,1
2325,line yr end taking glass read close,2
2326,,2
2327,woke didnt want leave bed,0
2328,pretty sure sat wrong train going wrong way bah,1
2329,breakfast springtime,0
2330,god hate scary movie,1
2331,cant fall asleep,1
2332,play year soon hope,0
2333,movie awesome,0
2334,waiting final start,0
2335,life boring,1
2336,morning sound like hard work,1
2337,start tomorrow going book sam forgot,2
2338,want passport dam poorness,1
2339,work reachable mobile,1
2340,day till,2
2341,good neck shot head shot,0
2342,whats wrong quilt photo click sad story,1
2343,want hand dirty document complete,0
2344,love especially shoe ya,0
2345,,3
2346,better safe sorry glad,0
2347,send lady,2
2348,joining,1
2349,waiting sun come school joey sore throat want summer lunch love,1
2350,need remodel house thought kind ill way want,0
2351,headache,1
2352,dear god hope save,1
2353,oh use fail,1
2354,em got,2
2355,sure miss chick rip,1
2356,like movie rio bravo good hunting lot sense,0
2357,car park wall,2
2358,window accessible guess answer,2
2359,watching plus cant believe theyre,1
2360,outside umbrella,1
2361,mood party going,0
2362,sad missing critical mass,1
2363,know stuff school week ill free day week ill hit u,1
2364,check new tee limited edition different way check group,2
2365,ill good luck,0
2366,u whats good,1
2367,oh hope bad,1
2368,mum camp rock mother day card gave knew happy mother day new lot,0
2369,happy morning sunshine driving window singing smiling wearing shoe,0
2370,think diet worse time ur hungry ur eat piece chocolate,2
2371,relax u got piff,2
2372,beautiful follower check maybe load,0
2373,thats charmingly funny,0
2374,sitting bed weekend,2
2375,fan,3
2376,happy mother day beautiful mommy,1
2377,phone cat music mother making breakfast lovage,0
2378,miss voice want new album,0
2379,order people taking forever process cant wait start selling,1
2380,curly want straight,0
2381,received mother day card lovely daughter wishing happy mother day,0
2382,wonder end hay,2
2383,trouble tube reason,1
2384,yes fair,1
2385,lovely weekend away kit relaxed ready week ahead week,0
2386,hate,3
2387,expensive cheap trying save order tonight bank account,1
2388,happy mother day everybody,0
2389,hour today suck,2
2390,new music,2
2391,stomach ache,1
2392,hearing worse news tonight,1
2393,hey love love,0
2394,good know doesnt happen neck wood,0
2395,thank,0
2396,better cha note ga g,0
2397,subway taste better pay,0
2398,hey seen musical live funny,0
2399,finished reading chuck kind disappointed pretty high hope,3
2400,working oral presentation upset,1
2401,,1
2402,,1
2403,clothes shopping tomorrow hate falling situation,3
2404,wont honey got mad yr crazy,2
2405,dinner yummy super tired thing went enroll college,1
2406,success paper rock god life yes celebrate awesomeness,0
2407,sad chat cant help,1
2408,,0
2409,mum happy mother day day mum happy mum w guess today mother day,2
2410,,0
2411,bad dream cant sleep,1
2412,appear note perfume tarot card,2
2413,star trek seen twice didnt like time second time way better,0
2414,stayed year,2
2415,saw picture tour pretty u guy,0
2416,warm day,0
2417,cold,1
2418,headache,1
2419,cant afford life right want expensive,1
2420,math science bout geography like day study year work,3
2421,yeah want love song head,0
2422,watching good morning,2
2423,date,0
2424,cant sleep cant find grandmother quilt locket sick cause lost stolen,1
2425,took yearbook photo school dont think turn great,1
2426,hour til lunch cant wait,0
2427,sad cage daisy love went home week cry tear bit,1
2428,sorry suck bad way p,3
2429,remember,2
2430,triplet glad morgan got bag didnt ride ride,0
2431,skipping school w today barley got sleep got new kitten black,0
2432,cant stuck,3
2433,,0
2434,felt nice outside long definitely getting burned hurricane season,2
2435,thought hubby n got blue need stiff drink breastfeeding booze ugh,1
2436,early afraid screw week family going ill looking fir,1
2437,resting day walking,1
2438,math exam today,1
2439,dont look fabric need polar fleece worth extra needle thread,3
2440,thanks new follower,2
2441,dinner awesome happy able spoil,0
2442,yes yes nut like rich tut x,2
2443,latest album free,2
2444,tweet making night girl,1
2445,think people drama yo sure yo wouldnt listen ur drama ode mother day,0
2446,talking today oh problem problem problem love money math,1
2447,today good people good,1
2448,twitter thing work,2
2449,awe feel left,1
2450,start eating healthy,2
2451,car way home mall got new adorable item clothing excited,0
2452,daddy hospital dont like,1
2453,super caught cold plane far forward line id like extra sleep dearly,1
2454,id streak hood,2
2455,look couple hour sorry ill let know time,1
2456,getting sick cough cough,1
2457,best friend leaving school sad,1
2458,working,2
2459,best thing planet,0
2460,work,2
2461,yo daughter kind argument dont mind love,2
2462,heart broke little little mean lot,1
2463,wear lot white,2
2464,gratitude nice small long way,0
2465,way green pretty helpful cool actually,2
2466,oh know feel damn representative bank tried sound like b,1
2467,dont want store ice cream wasted cute outfit sitting twitter,1
2468,oh yes happy star war day fourth,0
2469,school year wont teacher wont,1
2470,right channel,2
2471,writing mother day card aunt cant wait mommy,0
2472,looking quince pic good memory young,0
2473,exact moment decided point life going adopt child,2
2474,live exam quiet weekend party central,0
2475,,1
2476,work getting quick bite eat kill wrist self,2
2477,today line work brief stint time c tutorial busy bank holiday,2
2478,goodness hit run,3
2479,miss strong challenger guess oh watch ace cake theyre lost cake,0
2480,getting ready work,2
2481,geek commandment geek,2
2482,going,0
2483,cry tonight,1
2484,coming fun night,2
2485,hey bunny whats weekend like day,1
2486,getting ready school second math test today day year week officially th year,0
2487,monopoly cheating fun person absolutely idea,2
2488,got gym chat new people let talk,0
2489,bank holiday woohoo,0
2490,nasty cough cant sick huge weekend ahead,1
2491,good morning world great day,2
2492,fantastic time sleep tomorrow,0
2493,bell,0
2494,spent week grow beard scratch fear look bit rubbish,1
2495,tweeter happy mother day mother pretend mother,0
2496,hair going straight want,0
2497,sun busy hot shop weekend x,1
2498,new flat head,1
2499,drive safe pit stop update,2
2500,auto de running build,1
2501,cant drink,0
2502,hard methinks picture head fine,0
2503,production sent,1
2504,happy mother day mommy,0
2505,open half ready,1
2506,wife stung bee acting like big baby hour ago baby,0
2507,going town friend long time havent seen feeling fresh,0
2508,slow mean,2
2509,cant tease people,2
2510,commonality,2
2511,good music lyric like human lost ability understand whats good whats bad,0
2512,came mind said family vocabulary,2
2513,pic arent working twitter,1
2514,glue stuff poster,2
2515,fantastic thank,1
2516,worth making exception good morning way,0
2517,wish left dead id need play,1
2518,thats weird,1
2519,earth festival,2
2520,economic stimulus mart un tire replacement,1
2521,thing nash,0
2522,sad day love year ago miss,0
2523,havent work,2
2524,jay tonight,1
2525,happy day,0
2526,happy mother day today,0
2527,jittery upset absolutely reason,1
2528,patch test smeared white duvet cover,3
2529,imagine taker felt like taking young home,2
2530,add menu,2
2531,fuzzball fun mother day,0
2532,fine dont worry good luck,1
2533,good morning think time breakfast,0
2534,chocolate nutritious,0
2535,suck clit right people,3
2536,official worst day mile away,1
2537,dont understand help,1
2538,coffee sociology paper complete happy mother day,0
2539,door entry account id good night tho time ill come prepared,0
2540,good night missing little girl,1
2541,eat breakfast jay jay,2
2542,miss,1
2543,thats good u like play game female dont like,0
2544,deal kent sunshine think,0
2545,,2
2546,happy day,0
2547,run week going bed night allergy miserable,1
2548,think perfect weather cuddle star sleep,1
2549,air,1
2550,rip kelly,1
2551,took hour nap work today wont able sleep night bummer,2
2552,yeah feel funny cause havent slept woke mum cause singing,1
2553,super tired,2
2554,found book starting real journal tonight annoying lip look like herpes,1
2555,oh,1
2556,way wait locker hall,2
2557,wish come hour dream meet,0
2558,nice rolled fun lady,0
2559,cant believe spend minute snicker ice cream like,1
2560,bed cant sleep missing,1
2561,pub moro backlog people work finish doubt ill,0
2562,entire house time screw vacuum,0
2563,thank,1
2564,cant sleep damn account,1
2565,day slow,1
2566,right worry,0
2567,talking good friend friend great friend,0
2568,car hilarious fun,0
2569,good morning work morning,2
2570,woke shopping today,2
2571,august theyre yes,0
2572,love update modeling hot sun sweaty seriously,0
2573,waiting amy movie,0
2574,know funny,0
2575,showing skill thing good lovely weather outside u,2
2576,tell dog like ill tell entrepreneur new post,2
2577,good morning driving work,0
2578,end night,0
2579,version pretty sleeper shouldnt,0
2580,good song,2
2581,short time clue,2
2582,plan today cleaning washing clothes cooking pork dinner weather bit dull bank,1
2583,know coming right door sale,2
2584,dont know u herd bad flood weather want help cant,1
2585,forgot ate lunch guess going,0
2586,true woman rarely history,2
2587,seen beautiful,2
2588,pizza girl episode,0
2589,found,0
2590,found mad men season august,1
2591,cough drop taste,0
2592,slept late,1
2593,evidence cant wait need find regular partner end loving,1
2594,sewed shirt fail screaming try scream day,0
2595,coming point,0
2596,mind pretty sure,0
2597,little brother funny engagement,0
2598,said actually said think cry,1
2599,oh dont opinion way night rip,2
2600,work past day meeting mon got thats plain need new job,1
2601,finally dead space took half year,0
2602,saw pony live house disease tho,2
2603,cheap good system,2
2604,ninth grade half yearly exam,2
2605,tired reason tired,2
2606,worse u usually owl,0
2607,poor flores happy latest news,1
2608,following cool people,0
2609,sent surrounded weather,0
2610,ordered yer merch yesterday,1
2611,exact pic hubby tucker cute,0
2612,time home yes indeedy,1
2613,holly steel bless x,0
2614,walking puppy downtown mystery missing cat locked basement nearly day,1
2615,baby drinking god love,0
2616,bit boohoo,0
2617,getting,0
2618,dog dug hole sleeping grounded,1
2619,thats sin,0
2620,quit dont believe,1
2621,cant wait bad cant drink,1
2622,yoga school better,0
2623,yeah know fast minute posting block em,1
2624,hey song like listen,0
2625,surprisingly good day time sleep hopefully sweet dream await,0
2626,awesome shame mark fiddle player month version good riddance album,1
2627,rocky kind little octopus shell stuff want beach perfect overcast day,0
2628,fun night slime miss place,0
2629,homework,1
2630,good luck,0
2631,,0
2632,g extensive profile weekend time magazine chance falling love getting,0
2633,big bag rain coat bad place live twitter later,1
2634,eat crisp quick eat,1
2635,know making poor,1
2636,glad,0
2637,oh post,2
2638,boy,3
2639,girl close far,0
2640,saw origin sat far best movie amazing,0
2641,reading,2
2642,spent hour babe fun love,0
2643,finally school today sit library long time,0
2644,nope,2
2645,actually wont hook,2
2646,day work,1
2647,currently costa coffee liking place sat business lounge today,0
2648,morning fun today,2
2649,missing,1
2650,home try nap emotionally exhausted,1
2651,feel sick teeth hurt,1
2652,tongue kiss,2
2653,oh returned supermarket doom find drink,3
